no,a2,a3,a4,a5,a6,a7,v1_1,v1_2,v1_3,v1_4,v1_5,v1_o,v2,v3,v4_1,v4_2,v4_3,v4_o,v5_1,v5_2,v5_3,v5_4,v5_5,v5_6,v5_o,v6_1,v6_2,v6_3,v6_4,v6_o,v7,v8_1,v8_2,v8_3,v8_4,v8_5,v8_o,v9_1,v9_2,v9_3,v9_o,v10_1,v10_2,v10_3,v10_4,v10_5,v10_o,v11,v12_1,v12_2,v12_3,v12_4,v12_o,v13_1,v13_2,v13_3,v13_4,v13_o,v14_1,v14_2,v14_3,v14_4,v14_5,v14_6,v14_o,v15_1,v15_2,v15_3,v15_4,v15_5,v15_6,v15_o
339,2,3,3,5,3,1,1,2,3, , , ,1,9,1, , , ,1,3, , , , , ,7, , , , ,2, , , , , , , , , , ,3, , , , , ,9,3,6, , , ,2, , , , ,1,4,7, , , , ,1,5, , , , , 
390,2,1,1,18,1,1,1,2,4, , , ,1,8,5, , , ,1,2,3, , , , ,7, , , ,沒有意見,3, , , , , , , , , , ,3,5, , , , ,9,3,4,5, , ,1,2, , , ,1,2,5, , , , ,1,2,4, , , , 
670,2,3,3,18,3,1,7, , , , , ,1,5,7, , ,沒意見,2,4,6, , , , ,7, , , , ,2, , , , , , , , , , ,3, , , , , ,5,6, , , , ,1, , , , ,6, , , , , , ,5, , , , , , 
727,2,3,3,18,3,1,1, , , , , ,1,8,4, , , ,1,2,3, , , , ,7, , , , ,3, , , , , , , , , , ,3, , , , , ,7,9, , , ,上述選項都還好，沒有什麼特別焦慮。,1,2,4, , ,1, , , , , , ,6, , , , , , 
733,2,3,3,8,3,1,2,7, , , , ,2, , , , , ,1,4, , , , , ,7, , , , ,4,1,4,5, , , ,4, , , ,3,5, , , , ,4,1,3, , , ,2, , , , ,1,2,7, , , , ,1,2,3, , , , 
768,2,3,3,18,2,1,3,4,7, , , ,1,8,3, , , ,1,5,6, , , , ,7, , , , ,1, , , , , , , , , , ,3, , , , , ,7,7, , , ,準備好就好了。,1, , , , ,5, , , , , , ,6, , , , , , 
807,2,2,3,16,1,1,1,2,7, , , ,1,7,1, , , ,2, , , , , , ,7, , , , ,3, , , , , , , , , , ,3, , , , , ,6,6, , , , ,1,2, , , ,1,2,6, , , , ,2,4,6, , , , 
834,2,2,3,5,3,1,1,2,3, , , ,1,6,1,5, , ,1,2,4, , , , ,7, , , , ,4,4, , , , , ,1,4, , ,3,5, , , , ,7,3, , , , ,1, , , , ,1,2, , , , , ,1,3,5, , , , 
1041,2,2,3,5,2,1,9, , , , ,以上皆是。,1,8,1, , , ,1,6, , , , , ,7, , , , ,3, , , , , , , , , , ,3, , , , , ,7,3, , , , ,1,3,4, , ,1,2,4, , , , ,1,2,3, , , , 
17,2,2,3,8,1,2,1,3,7, , , ,1,6,4, , , ,4,6, , , , , ,7, , , , ,3, , , , , , , , , , ,3,4, , , , ,5,3,6, , , ,2,5, , , ,1, , , , , , ,4, , , , , , 
409,2,2,3,5,1,2,1,2,7, , , ,1,9,4, , , ,1,5, , , , , ,7, , , , ,3, , , , , , , , , , ,3,5, , , , ,5,3, , , , ,1, , , , ,1,6, , , , , ,1,2,5, , , , 
417,2,3,3,5,3,3,3,4, , , , ,1,6,2, , , ,2,4, , , , , ,7, , , , ,5,1,4,7, , , ,2,4,5, ,3,6, , , ,針對專業技能輔導考試例如多益,3,2, , , , ,1,2,5, , ,1,6, , , , ,提醒老闆的喜好,1,2, , , , , 
432,2,1,1,1,1,3,1,7, , , , ,1,6,1, , , ,2,4,6, , , , ,7, , , , ,3, , , , , , , , , , ,3,5, , , , ,7,2, , , , ,1,2,3, , ,1,2,3, , , , ,1,2,3, , , , 
439,2,1,1,5,2,3,3,4,7, , , ,1,9,1,4, , ,2,4,5, , , , ,7, , , , ,3, , , , , , , , , , ,3, , , , , ,6,2,3, , , ,1,2, , , ,2,3,6, , , , ,2,3,6, , , , 
446,2,3,3,3,3,3,7, , , , , ,1,6,1, , , ,1,2, , , , , ,7, , , , ,3, , , , , , , , , , ,3,4,5, , , ,8,9, , , ,沒有,1,2,4, , ,4,6,7, , , , ,2,4,6, , , , 
451,2,3,4,18,3,3,3, , , , , ,1,7,1, , , ,1, , , , , , ,7, , , , ,3, , , , , , , , , , ,3,5, , , , ,5,1, , , , ,1,2, , , ,1, , , , , , ,2,6, , , , , 
987,2,2,3,14,1,3,1,2,3, , , ,1,8,4, , , ,1,2,5, , , , ,7, , , , ,2, , , , , , , , , , ,3,4, , , , ,9,2, , , , ,1, , , , ,2, , , , , , ,1,3, , , , , 
1028,2,3,4,5,1,3,1,3, , , , ,1,8,1,5, , ,1,4, , , , , ,7, , , , ,2, , , , , , , , , , ,3,4,5, , , ,7,1,3, , , ,1,2,5, , ,1,2,6, , , , ,1,2,3, , , , 
530,2,3,3,3,3,4,3,4,7, , , ,1,7,1, , , ,1,2,6, , , , ,7, , , , ,4,1,4, , , , ,2,4,5, ,3,5, , , , ,7,2, , , , ,1,2,5, , ,1,2,3, , , , ,1,4,5, , , , 
236,2,2,3,2,1,3,6,7, , , , ,2, , , , , ,8, , , , , , ,8, , , , ,4,1,4,9, , ,沒有錢,1,2,3, ,3,4, , , , ,6,3,6, , , ,1,2,5, , ,1,2,4, , , , ,1,2,4, , , , 
424,2,2,3,16,2,3,1,3,4, , , ,2, , , , , ,1,2,4, , , , ,8, , , , ,2, , , , , , , , , , ,3,4, , , , ,5,9, , , ,"沒聽過,上述都覺得還好",1,2, , , ,1,2,5, , , , ,1,2,6, , , , 
1031,2,2,3,8,1,3,3,6,7, , , ,2, , , , , ,8, , , , , , ,8, , , , ,3, , , , , , , , , , ,3,4,5, , , ,7,1, , , , ,1,2,5, , ,1,5, , , , , ,1,4,6, , , , 
138,1,2,3,18,2,4,2,3,4, , , ,2, , , , , ,8, , , , , , ,8, , , , ,3, , , , , , , , , , ,3,4,5, , , ,7,4, , , , ,1,2, , , ,1, , , , , , ,1,4, , , , , 
316,1,2,3,4,1,3,1,7, , , , ,2, , , , , ,1,6, , , , , ,9, , , ,怕工時形態比較長。,3, , , , , , , , , , ,3,5, , , , ,7,3, , , , ,1,2,4, , ,1,2,3, , , , ,2, , , , , , 
91,1,3,3,17,2,2,2,4,7, , , ,1,7,1,5, , ,1,2,6, , , , ,12, , , ,跟理想就業目標不一樣,3, , , , , , , , , , ,3,4,5, , , ,5,6, , , , ,5, , , , ,1,7, , , , , ,1,5, , , , , 
270,1,2,3,3,2,1,1,2, , , , ,1,6,1, , , ,1,3,4,6, , , ,1,2,3,5, ,3, , , , , , , , , , ,4, , , , , ,5,1,2,3,4, ,2, , , , ,2,4, , , , , ,1, , , , , , 
341,1,3,4,5,2,1,1,4, , , , ,2, , , , , ,1,2,3,4,5,6, ,1,3,5, , ,3, , , , , , , , , , ,4, , , , , ,8,2, , , , ,1,2,4, , ,1,3,5, , , , ,1,2,3, , , , 
352,1,3,3,5,3,1,10, , , , ,沒有,1,8,1, , , ,1,5,6, , , , ,1, , , , ,4,1,3, , , , ,2, , ,唱歌,4, , , , , ,5,1, , , , ,1, , , , ,1,2,3,4,5, , ,1, , , , , , 
566,1,3,3,2,2,1,1,2, , , , ,1,5,1,2,3, ,2,5, , , , , ,1, , , , ,3, , , , , , , , , , ,4,5, , , , ,3,1,2, , , ,4, , , , ,1,4,5, , , , ,1, , , , , , 
585,1,2,1,16,3,1,7, , , , , ,2, , , , , ,2,4,6, , , , ,1,2,4, , ,4,1,3,5, , , ,2, , ,喝酒,4,5, , , , ,5,1,2,3, , ,2,3,5, , ,1,5, , , , , ,2,3,6, , , , 
729,1,2,3,5,2,1,1, , , , , ,1,8,4, , , ,6, , , , , , ,1, , , , ,3, , , , , , , , , , ,4, , , , , ,6,3, , , , ,1, , , , ,6, , , , , , ,1, , , , , , 
1100,1,2,3,18,3,1,6, , , , , ,1,10,1,4,5, ,1, , , , , , ,1, , , , ,4,4,5,6, , , ,6, , ,在培養其他興趣，增加額外的成就感,4,6, , , ,非培養專業技能，而是面對問題的思維,6,3,6, , , ,1,2, , , ,5,6,7, , , ,公司本身專業的獨特性夠高，積極在自身領域內突破創新,1,2,4, , , , 
79,1,2,3,3,2,2,1,2,7, , , ,1,6,1,3, , ,3,4,6, , , , ,1,6, , , ,4,1,6, , , , ,2,4, , ,4,5, , , , ,6,2,3, , , ,1,2,5, , ,1,2,3, , , , ,2,4,6, , , , 
219,1,3,3,5,2,2,2,3,6, , , ,2, , , , , ,1,2,6, , , , ,1, , , , ,3, , , , , , , , , , ,4, , , , , ,5,3,6, , , ,2, , , , ,1,3,6, , , , ,1,2,3, , , , 
662,1,3,3,11,2,3,2,3,7, , , ,1,8,4,5, , ,1,2, , , , , ,1, , , , ,3, , , , , , , , , , ,4, , , , , ,6,1, , , , ,1, , , , ,1,2,6, , , , ,2, , , , , , 
941,1,2,3,18,1,3,1, , , , , ,1,2,1, , , ,1,2,5, , , , ,1,4, , , ,3, , , , , , , , , , ,4, , , , , ,5,2, , , , ,1,2,3, , ,1,3,4, , , , ,1,2,5, , , , 
547,2,3,1,18,3,1,3, , , , , ,2, , , , , ,3,6, , , , , ,1,2,6, , ,3, , , , , , , , , , ,4, , , , , ,5,6, , , , ,2, , , , ,3, , , , , , ,1,2, , , , , 
678,2,2,1,15,3,1,2, , , , , ,2, , , , , ,1, , , , , , ,1,2,3, , ,5,1,2,3, , , ,2, , , ,4, , , , , ,7,4, , , , ,1, , , , ,1,5, , , , , ,1,2,3, , , , 
773,2,2,3,18,1,1,1,7, , , , ,2, , , , , ,4,6, , , , , ,1,3, , , ,4,1, , , , , ,1, , , ,4, , , , , ,7,2, , , , ,1, , , , ,1, , , , , , ,4, , , , , , 
819,2,2,3,11,1,1,4,7, , , , ,2, , , , , ,6, , , , , , ,1,4,6, , ,2, , , , , , , , , , ,4, , , , , ,7,6, , , , ,1, , , , ,1,2,3, , , , ,2,5,6, , , , 
919,2,2,2,9,1,1,1,2,7, , , ,2, , , , , ,2,6, , , , , ,1,2, , , ,5,12, , , , ,以上皆是。,1,2,5, ,4,5, , , , ,6,3,4, , , ,1,4, , , ,1,4,5, , , , ,2,3,4, , , , 
966,2,3,3,18,3,1,2,7, , , , ,2, , , , , ,1,4, , , , , ,1,2,3, , ,3, , , , , , , , , , ,4, , , , , ,7,1,2,5, , ,1,2,3, , ,1,4,6, , , , ,1,2,3, , , , 
983,2,2,3,11,2,1,1,4, , , , ,1,6,4, , , ,7, , , , , , ,1, , , , ,3, , , , , , , , , , ,4, , , , , ,6,2, , , , ,5, , , , ,2,5, , , , , ,1,4, , , , , 
31,2,2,3,8,3,2,7, , , , , ,2, , , , , ,1,3,5, , , , ,1,6, , , ,3, , , , , , , , , , ,4,5, , , , ,5,6, , , , ,1,3, , , ,2,3,5, , , , ,1,3,6, , , , 
591,2,2,2,9,2,2,2, , , , , ,1,7,2, , , ,4,6, , , , , ,1,2, , , ,3, , , , , , , , , , ,4,5, , , , ,5,3,6, , , ,1, , , , ,1,6, , , , , ,1,5, , , , , 
196,2,2,2,9,1,3,2,3, , , , ,2, , , , , ,1,2,4, , , , ,1,3, , , ,3, , , , , , , , , , ,4, , , , , ,5,3,4,6, , ,1,2,4, , ,1,4, , , , , ,1,2,4, , , , 
200,2,2,3,4,2,3,4,5,6, , , ,1,2,4, , , ,2,4,6, , , , ,1,4, , , ,4,4,7, , , , ,1,2,4, ,4,5, , , , ,8,1,3,6, , ,1,5, , , ,1,3,5, , , , ,2,5,6, , , , 
477,2,2,3,8,3,3,1,2,5, , , ,1,6,1,4, , ,4, , , , , , ,1, , , , ,4,1,3, , , , ,1,2, , ,4,5, , , , ,6,6, , , , ,1,2,5, , ,9, , , , , ,以上皆是,8, , , , , ,以上皆是
1079,2,2,3,4,2,3,2,7, , , , ,1,5,6, , ,不要給多餘的工作,7, , , , , , ,1,4,6, , ,5,1,4,7, , , ,2,4,5, ,4,5, , , , ,3,1,2,3, , ,1,5, , , ,1,4, , , , , ,1, , , , , , 
21,1,1,1,10,1,2,1,2,4, , , ,1,10,1,2,5, ,1,2, , , , , ,2,5, , , ,3, , , , , , , , , , ,4, , , , , ,5,9, , , ,不會,1,2, , , ,1,2,4, , , , ,3, , , , , , 
56,1,3,3,9,3,2,2,3, , , , ,1,6,1,2,4, ,1,2,4, , , , ,2,4,6, , ,3, , , , , , , , , , ,4,5, , , , ,4,3,5,6, , ,1,2,5, , ,1,2,5, , , , ,1,2,3, , , , 
78,1,2,1,18,2,2,2, , , , , ,1,10,1, , , ,1, , , , , , ,2, , , , ,3, , , , , , , , , , ,4,5, , , , ,10,1, , , , ,1, , , , ,5, , , , , , ,1,3, , , , , 
169,1,1,1,10,1,3,2,3,4, , , ,2, , , , , ,5, , , , , , ,2, , , , ,2, , , , , , , , , , ,4,5, , , , ,10,3, , , , ,1,2, , , ,3, , , , , , ,6, , , , , , 
828,1,2,3,2,2,3,3, , , , , ,2, , , , , ,5, , , , , , ,2,3, , , ,3, , , , , , , , , , ,4, , , , , ,5,1,3, , , ,1,2,4, , ,4,5, , , , , ,1,3,4, , , , 
845,1,3,3,18,1,3,1,3,6, , , ,1,8,1, , , ,1,3,6, , , , ,2,3, , , ,4,4, , , , , ,4,5, , ,4,5, , , , ,6,1,3,6, , ,1,2,3, , ,2,3,4, , , , ,4,5,6, , , , 
320,2,3,3,7,3,1,1,6,7, , , ,1,8,1,4,5, ,2,4, , , , , ,2,3,4, , ,2, , , , , , , , , , ,4,5, , , , ,6,4,5, , , ,1,2, , , ,1,4,5, , , , ,2,3,6, , , , 
560,2,2,1,16,2,1,7, , , , , ,2, , , , , ,1, , , , , , ,2, , , , ,4,4, , , , , ,4, , , ,4, , , , , ,5,1,2,3, , ,2, , , , ,4, , , , , , ,4,5,6, , , , 
71,2,2,3,18,2,2,2,4, , , , ,1,6,1, , , ,1,4, , , , , ,2,3, , , ,3, , , , , , , , , , ,4,5, , , , ,5,1,3, , , ,1,2, , , ,1,2,6, , , , ,1,3,4, , , , 
94,2,2,3,11,3,2,3,7, , , , ,2, , , , , ,2,6, , , , , ,2, , , , ,3, , , , , , , , , , ,4, , , , , ,6,1,3,4, , ,1,2, , , ,2,5, , , , , ,1,3, , , , , 
514,2,2,2,9,1,2,2,7, , , , ,1,7,2, , , ,1,4,6, , , , ,2,3,5, , ,3, , , , , , , , , , ,4, , , , , ,5,3,6, , , ,1,2, , , ,1,4,5, , , , ,1,2,4, , , , 
722,1,3,3,11,2,1,1,7, , , , ,1,8,1,2, , ,1,5,6, , , , ,3,4, , , ,2, , , , , , , , , , ,4,5, , , , ,8,2,3,6, , ,1,2,4, , ,1,2,3, , , , ,1,6, , , , , 
476,1,2,3,11,2,2,1,3,7, , , ,2, , , , , ,2,3,4, , , , ,3, , , , ,4,1, , , , , ,1,2,3, ,4, , , , , ,6,3,6, , , ,2, , , , ,2,4,6, , , , ,1,2,5, , , , 
312,1,2,3,11,3,3,1,7, , , , ,2, , , , , ,5, , , , , , ,3, , , , ,2, , , , , , , , , , ,4, , , , , ,7,7, , , ,自己準備好就好了。,2, , , , ,2, , , , , , ,6, , , , , , 
300,2,2,4,11,1,2,2,7, , , , ,2, , , , , ,4, , , , , , ,3,5, , , ,3, , , , , , , , , , ,4, , , , , ,5,1, , , , ,1, , , , ,1,4, , , , , ,3,6, , , , , 
582,2,2,1,14,2,2,1, , , , , ,1,10,8, , ,以上皆是。,1,2, , , , , ,3, , , , ,3, , , , , , , , , , ,4, , , , , ,5,4, , , , ,2, , , , ,1,5, , , , , ,1,5, , , , , 
519,1,2,3,11,2,1,2,4,7, , , ,2, , , , , ,4,6, , , , , ,4,6, , , ,5,1,4,7, , , ,1,2, , ,4,5, , , , ,7,3,6, , , ,2,5, , , ,1,3,5, , , , ,2,3,6, , , , 
492,2,3,3,5,1,1,3,4,7, , , ,1,6,1, , , ,1,5,6, , , , ,4,5, , , ,3, , , , , , , , , , ,4,5, , , , ,5,1,4,6, , ,1,2, , , ,1,2,5, , , , ,3,4,5, , , , 
561,2,3,3,6,3,1,4, , , , , ,1,6,1, , , ,2, , , , , , ,4, , , , ,2, , , , , , , , , , ,4, , , , , ,5,2, , , , ,1, , , , ,5, , , , , , ,1, , , , , , 
843,2,2,3,18,1,1,2,7, , , , ,1,8,4, , , ,4, , , , , , ,4, , , , ,4,6, , , , , ,1, , , ,4, , , , , ,5,6, , , , ,2, , , , ,6, , , , , , ,6, , , , , , 
1038,2,2,3,16,3,3,4,7, , , , ,1,10,2, , , ,4, , , , , , ,4,5, , , ,3, , , , , , , , , , ,4, , , , , ,6,9, , , ,沒有,1,2,3, , ,4,5, , , , , ,2,3,5, , , , 
321,1,3,3,11,2,1,1,2, , , , ,1,7,4, , , ,5,6, , , , , ,5, , , , ,3, , , , , , , , , , ,4,5, , , , ,7,9, , , ,沒有,1,2, , , ,2,4,5, , , , ,3,4,5, , , , 
813,1,3,3,11,3,1,1,2,7, , , ,1,8,1, , , ,1,2, , , , , ,5, , , , ,4,1,7, , , , ,1,4, , ,4,5, , , , ,5,1,2, , , ,1, , , , ,1,6, , , , , ,3,6, , , , , 
131,1,3,3,16,3,2,3,4,5, , , ,1,6,1, , , ,2,4,5, , , , ,5, , , , ,4,4, , , , , ,6, , ,運動,4, , , , , ,8,2, , , , ,8, , , ,不需要協助,1,2,7, , , , ,2,5, , , , , 
396,1,3,3,5,1,2,3,7, , , , ,1,6,1, , , ,7, , , , , , ,5, , , , ,4,1,6, , , , ,1,4,5, ,4, , , , , ,3,8, , , ,以上皆是,1,3, , , ,1,3, , , , , ,5,6, , , , , 
716,1,2,3,9,1,3,1,7, , , , ,1,7,1, , , ,4,6, , , , , ,5, , , ,工作地點,2, , , , , , , , , , ,4,5, , , , ,5,3,6, , , ,1,4,5, , ,4,5, , , , , ,1,3,4, , , , 
954,2,2,3,5,2,1,2,3,6, , , ,1,8,2, , , ,1,4, , , , , ,5, , , , ,1, , , , , , , , , , ,4, , , , , ,8,6, , , , ,1, , , , ,1,5,6, , , , ,3,4, , , , , 
955,2,2,3,5,2,1,2,3,6, , , ,1,8,2, , , ,1,4, , , , , ,5, , , , ,1, , , , , , , , , , ,4, , , , , ,8,6, , , , ,1, , , , ,1,5,6, , , , ,3,4, , , , , 
802,2,2,3,6,3,3,1,2,4,7, , ,1,8,1,3, , ,1,4,6, , , , ,5, , , , ,4,10, , , , ,工作太過入門,4, , ,學習,4, , , , , ,7,2,6, , , ,1,2, , , ,3,5, , , , , ,1,2, , , , , 
638,1,3,3,10,2,1,1,4, , , , ,1,8,2, , , ,2, , , , , , ,7, , , , ,2, , , , , , , , , , ,4, , , , , ,8,3, , , , ,1, , , , ,1, , , , , , ,4, , , , , , 
674,1,2,3,11,1,1,1,6, , , , ,1,8,1, , , ,2,6, , , , , ,7, , , , ,3, , , , , , , , , , ,4,5, , , , ,8,9, , , ,都沒有,2, , , ,都教一些,4, , , , , , ,1, , , , , , 
884,1,3,3,10,1,1,1,2,3, , , ,2, , , , , ,1,2,5, , , , ,7, , , , ,4,4,5, , , , ,1,4, , ,4, , , , , ,7,1, , , , ,1,2, , , ,2,7, , , , , ,1,4, , , , , 
890,1,2,3,11,1,1,2,5, , , , ,1,8,5, , , ,1,2, , , , , ,7, , , , ,3, , , , , , , , , , ,4,5, , , , ,9,6, , , , ,3, , , , ,2,4,5, , , , ,5, , , , , , 
309,1,2,2,11,3,2,2,4,5, , , ,2, , , , , ,1,2,5, , , , ,7, , , , ,3, , , , , , , , , , ,4, , , , , ,6,5, , , , ,2, , , , ,6, , , , , , ,6, , , , , , 
783,1,2,3,15,2,3,1,3,7, , , ,1,9,1,5, , ,2,4,6, , , , ,7, , , , ,3, , , , , , , , , , ,4, , , , , ,6,2,3,6, , ,1,2,4, , ,1,4,5, , , , ,3,4,6, , , , 
60,1,1,2,11,2,4,1,2,3, , , ,1,7,2,3,4, ,7, , , , , , ,7, , , , ,3, , , , , , , , , , ,4, , , , , ,1,9, , , ,沒有,1, , , , ,1,3,4, , , , ,3, , , , , , 
440,2,3,4,18,2,1,3,4,7, , , ,1,7,2, , , ,2,4,5, , , , ,7, , , , ,3, , , , , , , , , , ,4, , , , , ,5,1, , , , ,1,2,5, , ,6,7, , , , , ,1,4,6, , , , 
992,2,3,3,5,2,1,1,2,3, , , ,1,6,5, , , ,2, , , , , , ,7, , , , ,3, , , , , , , , , , ,4,5, , , , ,7,1,2,3, , ,1,2, , , ,1,2,3, , , , ,1,2,3, , , , 
1094,2,2,3,7,2,1,1, , , , , ,1,8,1,5, , ,4,6, , , , , ,7, , , , ,3, , , , , , , , , , ,4, , , , , ,5,2,3, , , ,1,5, , , ,9, , , , , ,以上皆是。,8, , , , , ,以上皆是。
149,2,2,3,4,1,2,7, , , , , ,1,7,1,2,3, ,2, , , , , , ,7, , , , ,3, , , , , , , , , , ,4, , , , , ,6,9, , , ,以上皆非,1,2,3, , ,1,2,4, , , , ,1,2, , , , , 
199,2,2,1,3,3,2,1,6,7, , , ,1,7,4, , , ,3, , , , , , ,7, , , , ,3, , , , , , , , , , ,4,5, , , , ,7,5, , , , ,1,2,5, , ,1,2,3, , , , ,1,2,6, , , , 
206,2,2,1,16,3,2,7, , , , , ,1,5,1,5, , ,7, , , , , , ,7, , , , ,3, , , , , , , , , , ,4, , , , , ,5,4, , , , ,1, , , , ,1,5, , , , , ,1,3, , , , , 
329,2,2,3,2,3,3,7, , , , , ,1,8,1, , , ,6, , , , , , ,7, , , , ,3, , , , , , , , , , ,4, , , , , ,5,1, , , , ,1, , , , ,1,4, , , , , ,1,6, , , , , 
367,2,2,3,5,2,3,3,4,5, , , ,2, , , , , ,6, , , , , , ,7, , , , ,4,3, , , , , ,4,5, , ,4,5, , , , ,7,4, , , , ,1,2,5, , ,5, , , , , , ,2, , , , , , 
504,2,2,3,18,2,3,6, , , , , ,1,7,1, , , ,1,6, , , , , ,7, , , , ,3, , , , , , , , , , ,4, , , , , ,5,4, , , , ,2, , , , ,1, , , , , , ,1, , , , , , 
1092,2,1,1,14,1,3,7, , , , , ,1,9,4, , , ,1,2,5, , , , ,7, , , , ,3, , , , , , , , , , ,4, , , , , ,8,3,6, , , ,1,2, , , ,1,2,7, , , , ,1,3,5, , , , 
878,1,2,1,2,2,1,1,2, , , , ,2, , , , , ,8, , , , , , ,8, , , , ,3, , , , , , , , , , ,4, , , , , ,7,1, , , , ,1,2, , , ,1, , , , , , ,3,4, , , , , 
1030,1,2,3,11,1,1,2,3,5, , , ,2, , , , , ,1,5,6, , , , ,8, , , , ,3, , , , , , , , , , ,4,5, , , , ,5,1,2,6, , ,1,2,3, , ,1,4,5, , , , ,1,2,4, , , , 
83,1,3,1,8,3,2,4,7, , , , ,2, , , , , ,1,2, , , , , ,8, , , , ,3, , , , , , , , , , ,4,5, , , , ,8,2,5, , , ,2, , , , ,3, , , , , , ,2, , , , , , 
220,1,1,1,18,1,2,1, , , , , ,2, , , , , ,1,2,5, , , , ,8, , , , ,3, , , , , , , , , , ,4, , , , , ,5,9, , , ,沒有這問題,1,2, , , ,9, , , , , ,以上皆是,1,2,4, , , , 
633,1,1,1,11,1,3,3,4, , , , ,2, , , , , ,1, , , , , , ,8, , , , ,3, , , , , , , , , , ,4, , , , , ,5,1, , , , ,1,4, , , ,1,2, , , , , ,4,6, , , , , 
238,2,2,3,3,2,3,2,3,7, , , ,2, , , , , ,2,4,6, , , , ,8, , , , ,3, , , , , , , , , , ,4,5, , , , ,5,3,4,6, , ,1,2,3, , ,2,4,5, , , , ,1,2,4, , , , 
383,2,3,3,3,1,3,2, , , , , ,2, , , , , ,4, , , , , , ,8, , , , ,1, , , , , , , , , , ,4, , , , , ,3,9, , , ,都沒有,2, , , , ,1, , , , , , ,1, , , , , , 
797,2,2,3,5,2,3,1,2,7, , , ,1,7,4, , , ,1,5, , , , , ,9, , , ,接到推銷電話沒辦法拒絕,2, , , , , , , , , , ,4, , , , , ,5,3,6, , , ,1,2,3, , ,1,5, , , , , ,1,2,3, , , , 
254,1,3,3,11,3,1,1,2,3,4, , ,1,8,5, , , ,2,3,4,5, , , ,1, , , , ,3, , , , , , , , , , ,5, , , , , ,8,3, , , , ,2,4, , , ,2,3,4, , , , ,1,2,5, , , , 
279,1,2,3,11,2,1,1,2,4, , , ,1,7,1,4,5, ,7, , , , , , ,1,4,5, , ,4,1,2,4, , , ,2,3,4, ,5, , , , , ,7,1,2,5, , ,1,3,4, , ,1,2,3, , , , ,2,3,4, , , , 
523,1,3,3,12,3,1,4,7, , , , ,1,7,3,4, , ,4,6, , , , , ,1,3, , , ,3, , , , , , , , , , ,5, , , , , ,7,9, , , ,以上皆非,2, , , , ,1,2,7, , , , ,2,3, , , , , 
16,1,3,3,10,3,2,3, , , , , ,1,3,6, , ,員工沒有向心力,2,4, , , , , ,1,4,6, , ,4,3, , , , , ,1, , , ,5, , , , , ,3,5, , , , ,2, , , , ,2,4, , , , , ,6, , , , , , 
25,1,3,4,11,3,2,2,4,5, , , ,2, , , , , ,6, , , , , , ,1,2,6, , ,3, , , , , , , , , , ,5, , , , , ,6,3, , , , ,2, , , , ,2, , , , , , ,2, , , , , , 
124,1,2,3,9,2,2,2,7, , , , ,1,6,1,2, , ,1,4,6, , , , ,1,2,3, , ,4,5, , , , , ,1,2,5, ,5, , , , , ,6,3,5, , , ,7, , , ,以上皆是,9, , , , , ,以上皆是,1,2,3, , , , 
327,1,3,3,11,3,2,4,7, , , , ,1,7,4, , , ,2, , , , , , ,1, , , , ,3, , , , , , , , , , ,5, , , , , ,7,3, , , , ,3,5, , , ,1,4, , , , , ,3,5,6, , , , 
511,1,2,1,5,3,2,1,4, , , , ,1,10,5, , , ,5, , , , , , ,1,2,5, , ,3, , , , , , , , , , ,5, , , , , ,10,4,6, , , ,3, , , , ,2,4,6, , , , ,1, , , , , , 
37,1,2,3,11,1,3,2, , , , , ,1,7,7, , ,覺得沒什麼好改善。,1, , , , , , ,1, , , , ,3, , , , , , , , , , ,5, , , , , ,5,7, , , ,比較怕同事私下的耳語。,1,2, , , ,4, , , , , , ,5, , , , , , 
815,1,2,3,16,1,3,3,7, , , , ,2, , , , , ,2,4,6, , , , ,1,2,6, , ,4,1,3,4, , , ,1,2,5, ,5, , , , , ,4,3, , , ,你怎麼學都學不會,1,2,3, , ,4,5,7, , , , ,1,3,6, , , , 
856,1,3,3,2,3,3,3,5,7, , , ,2, , , , , ,1,2, , , , , ,1,6, , , ,3, , , , , , , , , , ,5, , , , , ,6,2,6, , , ,2,4,5, , ,4,5, , , , , ,2,4, , , , , 
43,2,3,3,8,2,1,1,2, , , , ,2, , , , , ,4, , , , , , ,1,2,5, , ,3, , , , , , , , , , ,5, , , , , ,5,1,2,3, , ,1,2,3, , ,1,7, , , , , ,1,2,3, , , , 
393,2,2,3,5,1,1,1, , , , , ,2, , , , , ,2, , , , , , ,1,3, , , ,3, , , , , , , , , , ,5, , , , , ,7,1, , , , ,1,2, , , ,1,2,4, , , , ,1,6, , , , , 
744,2,3,3,9,3,1,7, , , , , ,1,5,1,2, , ,2,5, , , , , ,1,7, , , ,3, , , , , , , , , , ,5, , , , , ,6,1, , , , ,2, , , , ,1,2, , , , , ,1, , , , , , 
748,2,3,3,5,3,1,7, , , , , ,1,4,1, , , ,4, , , , , , ,1, , , , ,1, , , , , , , , , , ,5, , , , , ,4,1, , , , ,5, , , , ,4, , , , , , ,1, , , , , , 
785,2,3,3,2,2,1,2,3,7, , , ,1,6,1,5, , ,1,2,3, , , , ,1,3,5, , ,4,4,5,6, , , ,1,2,4, ,5, , , , , ,7,2,3,5, , ,1,2,5, , ,2,3,6, , , , ,8, , , , , ,上述條件都要包含。
